_id,date,site,parameter,index_value,description,health_advisory,health_effects
77296,3/9/2024,Clairton,PM25_640,8,Good,,
77297,3/9/2024,Pittsburgh,PM25_640,9,Good,,
77298,3/10/2024,North Braddock,CO,2,Good,,
77299,3/10/2024,Parkway East,CO,4,Good,,
77300,3/10/2024,Harrison Township,OZONE,33,Good,,
77301,3/10/2024,South Fayette,OZONE,34,Good,,
77302,3/10/2024,North Braddock,PM10_640,9,Good,,
77303,3/10/2024,Pittsburgh,PM10_640,5,Good,,
77304,3/10/2024,Lawrenceville 2,SO2,1,Good,,
77305,3/10/2024,Lawrenceville 2,CO,2,Good,,
77306,3/10/2024,Harrison Township,NO2,1,Good,,
77307,3/10/2024,Parkway East,NO2,5,Good,,
77308,3/10/2024,Lawrenceville,OZONE,33,Good,,
77309,3/10/2024,North Braddock,SO2,0,Good,,
77310,3/10/2024,Pittsburgh,NO2_500,4,Good,,
77311,3/10/2024,Liberty,PM10_640,4,Good,,
77312,3/10/2024,Glassport High Street,PM10,4,Good,,
77313,3/10/2024,Liberty,SO2,0,Good,,
77314,3/10/2024,Avalon,PM25_640,12,Good,,
77315,3/10/2024,Liberty,PM25_640,12,Good,,
77316,3/10/2024,North Braddock,PM25_640,11,Good,,
77317,3/10/2024,Parkway East,PM25_640,13,Good,,
77318,3/10/2024,Pittsburgh,PM25_640,12,Good,,
77319,3/10/2024,Clairton,PM25_640,10,Good,,
77320,3/11/2024,Pittsburgh,NO2_500,11,Good,,
77321,3/11/2024,Liberty,PM10_640,6,Good,,
77322,3/11/2024,North Braddock,PM10_640,6,Good,,
77323,3/11/2024,Lawrenceville 2,CO,2,Good,,
77324,3/11/2024,Harrison Township,NO2,9,Good,,
77325,3/11/2024,Parkway East,NO2,12,Good,,
77326,3/11/2024,North Braddock,SO2,1,Good,,
77327,3/11/2024,Lawrenceville,OZONE,38,Good,,
77328,3/11/2024,Glassport High Street,PM10,5,Good,,
77329,3/11/2024,Liberty,SO2,13,Good,,
77330,3/11/2024,North Braddock,CO,2,Good,,
77331,3/11/2024,Parkway East,CO,5,Good,,
77332,3/11/2024,Harrison Township,OZONE,39,Good,,
77333,3/11/2024,South Fayette,OZONE,40,Good,,
77334,3/11/2024,Pittsburgh,PM10_640,6,Good,,
77335,3/11/2024,Lawrenceville 2,SO2,1,Good,,
77336,3/11/2024,Avalon,PM25_640,10,Good,,
77337,3/11/2024,North Braddock,PM25_640,10,Good,,
77338,3/11/2024,Parkway East,PM25_640,11,Good,,
77339,3/11/2024,Liberty,PM25_640,12,Good,,
77340,3/11/2024,Pittsburgh,PM25_640,10,Good,,
77341,3/11/2024,Clairton,PM25_640,9,Good,,
77342,3/12/2024,North Braddock,CO,20,Good,,
77343,3/12/2024,Parkway East,CO,5,Good,,
77344,3/12/2024,Pittsburgh,NO2_500,32,Good,,
77345,3/12/2024,Harrison Township,OZONE,43,Good,,
77346,3/12/2024,South Fayette,OZONE,47,Good,,
77347,3/12/2024,Lawrenceville 2,CO,3,Good,,
77348,3/12/2024,Harrison Township,NO2,18,Good,,
77349,3/12/2024,Parkway East,NO2,14,Good,,
77350,3/12/2024,Liberty,PM10_640,11,Good,,
77351,3/12/2024,North Braddock,PM10_640,19,Good,,
77352,3/12/2024,North Braddock,SO2,7,Good,,
77353,3/12/2024,Lawrenceville,OZONE,44,Good,,
77354,3/12/2024,Glassport High Street,PM10,12,Good,,
77355,3/12/2024,Liberty,SO2,54,Moderate,,
77356,3/12/2024,Pittsburgh,PM10_640,14,Good,,
77357,3/12/2024,Lawrenceville 2,SO2,4,Good,,
77358,3/12/2024,Avalon,PM25_640,19,Good,,
77359,3/12/2024,North Braddock,PM25_640,32,Good,,
77360,3/12/2024,Parkway East,PM25_640,20,Good,,
77361,3/12/2024,Pittsburgh,PM25_640,21,Good,,
77362,3/12/2024,Clairton,PM25_640,20,Good,,
77363,3/13/2024,Harrison Township,NO2,26,Good,,
77364,3/13/2024,Pittsburgh,PM10_640,24,Good,,
77365,3/13/2024,North Braddock,CO,26,Good,,
77366,3/13/2024,South Fayette,OZONE,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
77367,3/13/2024,Glassport High Street,PM10,22,Good,,
77368,3/13/2024,North Braddock,PM10_640,43,Good,,
77369,3/13/2024,Liberty,SO2,49,Good,,
77370,3/13/2024,Lawrenceville 2,CO,8,Good,,
77371,3/13/2024,Lawrenceville,OZONE,47,Good,,
77372,3/13/2024,Parkway East,CO,15,Good,,
77373,3/13/2024,Parkway East,NO2,22,Good,,
77374,3/13/2024,Pittsburgh,NO2_500,33,Good,,
77375,3/13/2024,Harrison Township,OZONE,44,Good,,
77376,3/13/2024,Lawrenceville 2,SO2,4,Good,,
77377,3/13/2024,North Braddock,SO2,34,Good,,
77378,3/13/2024,Avalon,PM25_640,34,Good,,
77379,3/13/2024,North Braddock,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77380,3/13/2024,Pittsburgh,PM25_640,44,Good,,
77381,3/13/2024,Parkway East,PM25_640,37,Good,,
77382,3/13/2024,Clairton,PM25_640,30,Good,,
77383,3/14/2024,Harrison Township,NO2,20,Good,,
77384,3/14/2024,Parkway East,NO2,32,Good,,
77385,3/14/2024,Pittsburgh,NO2_500,28,Good,,
77386,3/14/2024,North Braddock,SO2,37,Good,,
77387,3/14/2024,North Braddock,CO,19,Good,,
77388,3/14/2024,Parkway East,CO,21,Good,,
77389,3/14/2024,Harrison Township,OZONE,44,Good,,
77390,3/14/2024,South Fayette,OZONE,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
77391,3/14/2024,Glassport High Street,PM10,41,Good,,
77392,3/14/2024,North Braddock,PM10_640,39,Good,,
77393,3/14/2024,Liberty,SO2,40,Good,,
77394,3/14/2024,Lawrenceville 2,CO,10,Good,,
77395,3/14/2024,Lawrenceville,OZONE,46,Good,,
77396,3/14/2024,Liberty,PM10_640,38,Good,,
77397,3/14/2024,Pittsburgh,PM10_640,28,Good,,
77398,3/14/2024,Lawrenceville 2,SO2,10,Good,,
77399,3/14/2024,Avalon,PM25_640,45,Good,,
77400,3/14/2024,North Braddock,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77401,3/14/2024,Liberty,PM25_640,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77402,3/14/2024,Parkway East,PM25_640,47,Good,,
77403,3/14/2024,Pittsburgh,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77404,3/14/2024,Clairton,PM25_640,40,Good,,
77405,3/15/2024,Pittsburgh,PM10_640,26,Good,,
77406,3/15/2024,Lawrenceville 2,SO2,1,Good,,
77407,3/15/2024,North Braddock,CO,10,Good,,
77408,3/15/2024,Lawrenceville 2,CO,2,Good,,
77409,3/15/2024,Lawrenceville,OZONE,36,Good,,
77410,3/15/2024,Liberty,PM10_640,33,Good,,
77411,3/15/2024,North Braddock,PM10_640,32,Good,,
77412,3/15/2024,Parkway East,CO,7,Good,,
77413,3/15/2024,Harrison Township,OZONE,31,Good,,
77414,3/15/2024,South Fayette,OZONE,36,Good,,
77415,3/15/2024,Glassport High Street,PM10,36,Good,,
77416,3/15/2024,Liberty,SO2,16,Good,,
77417,3/15/2024,Harrison Township,NO2,4,Good,,
77418,3/15/2024,Parkway East,NO2,7,Good,,
77419,3/15/2024,Pittsburgh,NO2_500,5,Good,,
77420,3/15/2024,North Braddock,SO2,0,Good,,
77421,3/15/2024,North Braddock,PM25_640,20,Good,,
77422,3/15/2024,Parkway East,PM25_640,17,Good,,
77423,3/15/2024,Avalon,PM25_640,16,Good,,
77424,3/15/2024,Liberty,PM25_640,19,Good,,
77425,3/15/2024,Pittsburgh,PM25_640,18,Good,,
77426,3/15/2024,Clairton,PM25_640,15,Good,,
77427,3/16/2024,North Braddock,CO,7,Good,,
77428,3/16/2024,Parkway East,CO,6,Good,,
77429,3/16/2024,Harrison Township,OZONE,37,Good,,
77430,3/16/2024,Lawrenceville,OZONE,39,Good,,
77431,3/16/2024,South Fayette,OZONE,41,Good,,
77432,3/16/2024,Lawrenceville 2,CO,3,Good,,
77433,3/16/2024,Liberty,PM10_640,12,Good,,
77434,3/16/2024,North Braddock,PM10_640,11,Good,,
77435,3/16/2024,Glassport High Street,PM10,8,Good,,
77436,3/16/2024,Liberty,SO2,13,Good,,
77437,3/16/2024,Pittsburgh,PM10_640,9,Good,,
77438,3/16/2024,Lawrenceville 2,SO2,1,Good,,
77439,3/16/2024,Harrison Township,NO2,13,Good,,
77440,3/16/2024,Parkway East,NO2,17,Good,,
77441,3/16/2024,Pittsburgh,NO2_500,23,Good,,
77442,3/16/2024,North Braddock,SO2,7,Good,,
77443,3/16/2024,Avalon,PM25_640,27,Good,,
77444,3/16/2024,Liberty,PM25_640,34,Good,,
77445,3/16/2024,North Braddock,PM25_640,28,Good,,
77446,3/16/2024,Parkway East,PM25_640,26,Good,,
77447,3/16/2024,Pittsburgh,PM25_640,25,Good,,
77448,3/16/2024,Clairton,PM25_640,19,Good,,
77449,3/17/2024,South Fayette,OZONE,37,Good,,
77450,3/17/2024,North Braddock,PM10_640,11,Good,,
77451,3/17/2024,Pittsburgh,PM10_640,9,Good,,
77452,3/17/2024,Pittsburgh,NO2_500,7,Good,,
77453,3/17/2024,Liberty,PM10_640,12,Good,,
77454,3/17/2024,Lawrenceville 2,SO2,1,Good,,
77455,3/17/2024,Lawrenceville 2,CO,2,Good,,
77456,3/17/2024,North Braddock,CO,2,Good,,
77457,3/17/2024,Parkway East,CO,4,Good,,
77458,3/17/2024,Parkway East,NO2,4,Good,,
77459,3/17/2024,Harrison Township,OZONE,33,Good,,
77460,3/17/2024,Lawrenceville,OZONE,34,Good,,
77461,3/17/2024,Glassport High Street,PM10,8,Good,,
77462,3/17/2024,North Braddock,SO2,1,Good,,
77463,3/17/2024,Harrison Township,NO2,5,Good,,
77464,3/17/2024,Liberty,SO2,0,Good,,
77465,3/17/2024,North Braddock,PM25_640,13,Good,,
77466,3/17/2024,Parkway East,PM25_640,13,Good,,
77467,3/17/2024,Avalon,PM25_640,13,Good,,
77468,3/17/2024,Liberty,PM25_640,13,Good,,
77469,3/17/2024,Pittsburgh,PM25_640,14,Good,,
77470,3/17/2024,Clairton,PM25_640,12,Good,,
77471,3/18/2024,North Braddock,CO,2,Good,,
77472,3/18/2024,Parkway East,CO,5,Good,,
77473,3/18/2024,South Fayette,OZONE,31,Good,,
77474,3/18/2024,North Braddock,PM10_640,7,Good,,
77475,3/18/2024,Pittsburgh,PM10_640,6,Good,,
77476,3/18/2024,Lawrenceville 2,SO2,1,Good,,
77477,3/18/2024,Pittsburgh,NO2_500,8,Good,,
77478,3/18/2024,Liberty,PM10_640,6,Good,,
77479,3/18/2024,Glassport High Street,PM10,6,Good,,
77480,3/18/2024,Liberty,SO2,0,Good,,
77481,3/18/2024,Lawrenceville 2,CO,2,Good,,
77482,3/18/2024,Harrison Township,NO2,3,Good,,
77483,3/18/2024,Parkway East,NO2,9,Good,,
77484,3/18/2024,Harrison Township,OZONE,29,Good,,
77485,3/18/2024,Lawrenceville,OZONE,28,Good,,
77486,3/18/2024,North Braddock,SO2,0,Good,,
77487,3/18/2024,Parkway East,PM25_640,13,Good,,
77488,3/18/2024,Avalon,PM25_640,12,Good,,
77489,3/18/2024,Liberty,PM25_640,13,Good,,
77490,3/18/2024,North Braddock,PM25_640,13,Good,,
77491,3/18/2024,Clairton,PM25_640,13,Good,,
77492,3/18/2024,Pittsburgh,PM25_640,13,Good,,
77493,3/19/2024,Pittsburgh,NO2_500,8,Good,,
77494,3/19/2024,Liberty,PM10_640,8,Good,,
77495,3/19/2024,North Braddock,PM10_640,9,Good,,
77496,3/19/2024,Clairton,PM25_640,16,Good,,
77497,3/19/2024,Lawrenceville 2,CO,2,Good,,
77498,3/19/2024,Harrison Township,NO2,5,Good,,
77499,3/19/2024,Parkway East,NO2,9,Good,,
77500,3/19/2024,Lawrenceville,OZONE,34,Good,,
77501,3/19/2024,Liberty,PM25_640,18,Good,,
77502,3/19/2024,North Braddock,SO2,1,Good,,
77503,3/19/2024,Glassport High Street,PM10,6,Good,,
77504,3/19/2024,Avalon,PM25_640,19,Good,,
77505,3/19/2024,Liberty,SO2,0,Good,,
77506,3/19/2024,North Braddock,CO,2,Good,,
77507,3/19/2024,Parkway East,CO,3,Good,,
77508,3/19/2024,Harrison Township,OZONE,34,Good,,
77509,3/19/2024,South Fayette,OZONE,38,Good,,
77510,3/19/2024,Pittsburgh,PM10_640,11,Good,,
77511,3/19/2024,North Braddock,PM25_640,18,Good,,
77512,3/19/2024,Parkway East,PM25_640,18,Good,,
77513,3/19/2024,Pittsburgh,PM25_640,20,Good,,
77514,3/19/2024,Lawrenceville 2,SO2,2,Good,,
77515,3/20/2024,North Braddock,CO,2,Good,,
77516,3/20/2024,Parkway East,CO,4,Good,,
77517,3/20/2024,Harrison Township,OZONE,34,Good,,
77518,3/20/2024,South Fayette,OZONE,36,Good,,
77519,3/20/2024,Pittsburgh,PM10_640,16,Good,,
77520,3/20/2024,Lawrenceville 2,SO2,3,Good,,
77521,3/20/2024,Pittsburgh,NO2_500,10,Good,,
77522,3/20/2024,Liberty,PM10_640,15,Good,,
77523,3/20/2024,North Braddock,PM10_640,15,Good,,
77524,3/20/2024,Lawrenceville,OZONE,34,Good,,
77525,3/20/2024,Glassport High Street,PM10,14,Good,,
77526,3/20/2024,Liberty,SO2,1,Good,,
77527,3/20/2024,Lawrenceville 2,CO,2,Good,,
77528,3/20/2024,Harrison Township,NO2,13,Good,,
77529,3/20/2024,Parkway East,NO2,9,Good,,
77530,3/20/2024,North Braddock,SO2,1,Good,,
77531,3/20/2024,North Braddock,PM25_640,20,Good,,
77532,3/20/2024,Parkway East,PM25_640,20,Good,,
77533,3/20/2024,Liberty,PM25_640,20,Good,,
77534,3/20/2024,Avalon,PM25_640,20,Good,,
77535,3/20/2024,Pittsburgh,PM25_640,21,Good,,
77536,3/20/2024,Clairton,PM25_640,18,Good,,
77537,3/21/2024,Lawrenceville 2,CO,2,Good,,
77538,3/21/2024,Harrison Township,NO2,13,Good,,
77539,3/21/2024,Pittsburgh,PM10_640,13,Good,,
77540,3/21/2024,North Braddock,CO,2,Good,,
77541,3/21/2024,Parkway East,CO,6,Good,,
77542,3/21/2024,Parkway East,NO2,18,Good,,
77543,3/21/2024,Pittsburgh,NO2_500,17,Good,,
77544,3/21/2024,Harrison Township,OZONE,34,Good,,
77545,3/21/2024,North Braddock,PM25_640,12,Good,,
77546,3/21/2024,Parkway East,PM25_640,13,Good,,
77547,3/21/2024,Lawrenceville 2,SO2,1,Good,,
77548,3/21/2024,North Braddock,SO2,0,Good,,
77549,3/21/2024,South Fayette,OZONE,34,Good,,
77550,3/21/2024,Liberty,PM10_640,13,Good,,
77551,3/21/2024,North Braddock,PM10_640,13,Good,,
77552,3/21/2024,Pittsburgh,PM25_640,13,Good,,
77553,3/21/2024,Liberty,SO2,0,Good,,
77554,3/21/2024,Lawrenceville,OZONE,33,Good,,
77555,3/21/2024,Glassport High Street,PM10,13,Good,,
77556,3/21/2024,Avalon,PM25_640,13,Good,,
77557,3/21/2024,Clairton,PM25_640,13,Good,,
77558,3/21/2024,Liberty,PM25_640,13,Good,,
77559,3/22/2024,North Braddock,CO,5,Good,,
77560,3/22/2024,Parkway East,CO,5,Good,,
77561,3/22/2024,South Fayette,OZONE,36,Good,,
77562,3/22/2024,Glassport High Street,PM10,21,Good,,
77563,3/22/2024,North Braddock,PM10_640,30,Good,,
77564,3/22/2024,Clairton,PM25_640,82,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77565,3/22/2024,North Braddock,PM25_640,77,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77566,3/22/2024,Parkway East,PM25_640,74,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77567,3/22/2024,Liberty,SO2,0,Good,,
77568,3/22/2024,Pittsburgh,PM10_640,23,Good,,
77569,3/22/2024,Avalon,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77570,3/22/2024,Lawrenceville 2,CO,4,Good,,
77571,3/22/2024,Lawrenceville,OZONE,35,Good,,
77572,3/22/2024,Liberty,PM10_640,32,Good,,
77573,3/22/2024,Harrison Township,NO2,6,Good,,
77574,3/22/2024,Parkway East,NO2,13,Good,,
77575,3/22/2024,Pittsburgh,NO2_500,21,Good,,
77576,3/22/2024,Harrison Township,OZONE,42,Good,,
77577,3/22/2024,Lawrenceville 2,SO2,3,Good,,
77578,3/22/2024,Liberty,PM25_640,84,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77579,3/22/2024,Pittsburgh,PM25_640,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77580,3/22/2024,North Braddock,SO2,23,Good,,
77581,3/23/2024,Lawrenceville 2,CO,4,Good,,
77582,3/23/2024,Lawrenceville,OZONE,36,Good,,
77583,3/23/2024,Liberty,PM10_640,44,Good,,
77584,3/23/2024,North Braddock,PM10_640,41,Good,,
77585,3/23/2024,Harrison Township,NO2,8,Good,,
77586,3/23/2024,Parkway East,NO2,23,Good,,
77587,3/23/2024,Pittsburgh,NO2_500,27,Good,,
77588,3/23/2024,North Braddock,SO2,1,Good,,
77589,3/23/2024,North Braddock,CO,4,Good,,
77590,3/23/2024,Parkway East,CO,6,Good,,
77591,3/23/2024,Harrison Township,OZONE,37,Good,,
77592,3/23/2024,South Fayette,OZONE,38,Good,,
77593,3/23/2024,Glassport High Street,PM10,28,Good,,
77594,3/23/2024,Avalon,PM25_640,34,Good,,
77595,3/23/2024,Clairton,PM25_640,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77596,3/23/2024,North Braddock,PM25_640,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77597,3/23/2024,Parkway East,PM25_640,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77598,3/23/2024,Pittsburgh,PM25_640,50,Good,,
77599,3/23/2024,Liberty,SO2,1,Good,,
77600,3/23/2024,Pittsburgh,PM10_640,31,Good,,
77601,3/23/2024,Liberty,PM25_640,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77602,3/23/2024,Lawrenceville 2,SO2,1,Good,,
77603,3/24/2024,Harrison Township,NO2,5,Good,,
77604,3/24/2024,Parkway East,NO2,12,Good,,
77605,3/24/2024,Pittsburgh,NO2_500,9,Good,,
77606,3/24/2024,North Braddock,SO2,1,Good,,
77607,3/24/2024,North Braddock,CO,2,Good,,
77608,3/24/2024,Parkway East,CO,7,Good,,
77609,3/24/2024,Harrison Township,OZONE,40,Good,,
77610,3/24/2024,Lawrenceville,OZONE,38,Good,,
77611,3/24/2024,South Fayette,OZONE,41,Good,,
77612,3/24/2024,Glassport High Street,PM10,7,Good,,
77613,3/24/2024,Avalon,PM25_640,10,Good,,
77614,3/24/2024,Pittsburgh,PM25_640,12,Good,,
77615,3/24/2024,Liberty,SO2,0,Good,,
77616,3/24/2024,Lawrenceville 2,CO,2,Good,,
77617,3/24/2024,Liberty,PM10_640,16,Good,,
77618,3/24/2024,North Braddock,PM10_640,14,Good,,
77619,3/24/2024,Liberty,PM25_640,12,Good,,
77620,3/24/2024,Pittsburgh,PM10_640,11,Good,,
77621,3/24/2024,Clairton,PM25_640,13,Good,,
77622,3/24/2024,North Braddock,PM25_640,12,Good,,
77623,3/24/2024,Parkway East,PM25_640,11,Good,,
77624,3/24/2024,Lawrenceville 2,SO2,1,Good,,
77625,3/25/2024,Pittsburgh,NO2_500,31,Good,,
77626,3/25/2024,Clairton,PM25_640,16,Good,,
77627,3/25/2024,North Braddock,PM25_640,18,Good,,
77628,3/25/2024,Parkway East,PM25_640,17,Good,,
77629,3/25/2024,Lawrenceville 2,SO2,3,Good,,
77630,3/25/2024,North Braddock,CO,3,Good,,
77631,3/25/2024,Parkway East,CO,3,Good,,
77632,3/25/2024,Parkway East,NO2,8,Good,,
77633,3/25/2024,Harrison Township,OZONE,45,Good,,
77634,3/25/2024,Lawrenceville,OZONE,44,Good,,
77635,3/25/2024,Glassport High Street,PM10,6,Good,,
77636,3/25/2024,Avalon,PM25_640,17,Good,,
77637,3/25/2024,Liberty,PM25_640,17,Good,,
77638,3/25/2024,North Braddock,SO2,3,Good,,
77639,3/25/2024,Harrison Township,NO2,8,Good,,
77640,3/25/2024,Liberty,SO2,0,Good,,
77641,3/25/2024,Lawrenceville 2,CO,4,Good,,
77642,3/25/2024,South Fayette,OZONE,48,Good,,
77643,3/25/2024,Liberty,PM10_640,9,Good,,
77644,3/25/2024,North Braddock,PM10_640,11,Good,,
77645,3/25/2024,Pittsburgh,PM10_640,11,Good,,
77646,3/25/2024,Pittsburgh,PM25_640,19,Good,,
77647,3/26/2024,North Braddock,CO,6,Good,,
77648,3/26/2024,Parkway East,CO,3,Good,,
